"SolicitationID","Solicitation","SoliciationType","Title","CloseDate","Description","Addenda","StaffContact","Status","IsLocalPresenceRequired","IsPreBidConferenceMandatory","PreBidConference","Category","Estimate"
"109104","11SS027","Sole Source","SOLE SOURCE<BR>FAST ENTERPRISES  (GENTAX PRODUCT)","1900-01-01 00:00:00","The City of Scottsdale's Finance and Accounting Division has a current and ongoing need to license, support and maintain a proprietary software product utilized within its operation.","0","Karie Ingles, Bid & Contract Specialist","Awarded","False","False","","9","$75,000"
"109105","11SS028","Sole Source","SOLE SOURCE<BR>TYCO VALVES AND CONTROLS","1900-01-01 00:00:00","The City of Scottsdale's Water Resources Division has an ongoing need to repair and maintain proprietary equipment utilized throughout the City's water processing systems.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$150,000"
"109106","11SS029","Sole Source","SOLE SOURCE<BR>SIEMENS WATER TECHNOLOGIES CORP","1900-01-01 00:00:00","The City of Scottsdale's Water Resources Division has a ongoing need to purchase proprietary chemicals to maintain equipment utilized within the City's water processing systems.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$24,000"
"109107","11SS030","Sole Source","SOLE SOURCE<BR>Trafficade Service, Inc. (R&R Marathon)","1900-01-01 00:00:00","The City of Scottsdale's Planning/Neighborhood/Transportation Division has a need to provide traffic management for the Scottsdale portion of the three City annual Rock & Roll Marathon and to coordinate this service with the cities of Phoenix and Tempe.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$25,000"
"109108","11SS031","Sole Source","SOLE SOURCE<BR>MCCARTHY INTERGRATED SYSTEMS LLC","1900-01-01 00:00:00","The City of Scottsdale's Water Resources Division has an ongoing need to repair and maintain proprietary equipment utilized throughout the City's water processing systems.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$90,000"
"109092","11GV013","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>WIRELESS BATTERY POWERED MAGNETOMETER VEHICLE DETECTION SYSTEM","1900-01-01 00:00:00","For the Purchase of Wireless Battery Powered Magnetometer Vehicle Detection Systems.  Utilizing the City of Yuma contract 2010000323.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$50,000"
"109113","11GV015","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>HAZARDOUS INCIDENT RESPONSE EQUIPMENT","1900-01-01 00:00:00","Existing NY State contract Hazardous Incident Response Equipment (H.I.R.E.), Group 38232, #19745 was specifically created for Hazardous equipment materials, vehicles, services and to meet Federal Homeland Security Grant processes.  Specialized Lenco Bear Armored vehicle is available through this cooperative contract.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$400,000"
"109110","11SS032","Sole Source","SOLE SOURCE<BR>WATER RESEARCH FOUNDATION","1900-01-01 00:00:00","The City of Scottsdale's Water Resources Division has a need and an opportunity to update a 1999 study which will provide information beneficial to its operation.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$55,000"
"109115","11GV016","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>MISCELLANEOUS FLEET EQUIPMENT","1900-01-01 00:00:00","National Joint Powers Alliance (NJPA) Nationwide contract for miscellaneous equipment used by Fleet Management.","0","Jim Swaziek, Bid & Contract Specialist","Awarded","False","False","","9","$200,000"
"109118","11GV017","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>LANDSCAPE, TURF & ATHLETIC, LAWN AND GARDEN EQUIPMENT, UTILITY VEHICLES AND UTILITY TRAILERS","1900-01-01 00:00:00","State of Arizona contract for landscape, turf and athletic, lawn and garden, utility vehicles, etc. already in place that can be used to establish competitive volume pricing (SCC070014-18). ","0","Karen Lancaster, Buyer","Awarded","False","False","","9","$155,000"
"109119","11EP001","Emergency Purchase","EMERGENCY PURCHASE<BR>Kimbrell Electric, Inc.","1900-01-01 00:00:00","The City of Scottsdale has an immediate need to replace approximately 6,100 linear feet of copper wire and associated fittings & enclosures, that were stolen or damaged, from a high use path which runs along the SRP canal and provides safety lighting for the public who utilize the pathway.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$7,466"
"109139","11SS034","Sole Source","SOLE SOURCE<BR>THE MECHANICAL ROOM, INC (ABS PUMP PARTS)","1900-01-01 00:00:00","The City of Scottsdale's Water Resources Division has an on-going need to repair and maintain proprietary equipment utilized throughout the City's water processing systems.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$14,000"
"109145","11GV018","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>FIELD MARKING PAINT","1900-01-01 00:00:00","FOR THE PURCHASE OF BLUE & WHITE FIELD MARKING PAINT ","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$15,000"
"109146","11SS035","Sole Source","SOLE SOURCE<BR>IBM CORPORATION (FORMERLY I2, INC.)","1900-01-01 00:00:00","The City of Scottsdale's Police Department has a current and ongoing need to license, support, and maintain a proprietary software product utilized within its operation.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$800"
"109155","11SS036","Sole Source","SOLE SOURCE<BR>E-GOVSYSTEMS (SALESTAXONLINE.COM)","1900-01-01 00:00:00","The City of Scottsdale's Finance and Accounting Division has a need to utilize a unique software product to improve the administration and collection of local sales, use, and bed taxes.","0","Jim Swaziek, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"109162","11GV019","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>VEHICLE LIFTS AND GARAGE EQUIPMENT","1900-01-01 00:00:00","Purchase of vehicle lifts and garage equipment.","0","Jim Swaziek, Bid & Contract Specialist","Awarded","False","False","","9","$182,000"
"109163","11GV020","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>RADIO NETWORK TESTING & TREATMENT OF IN-BUILDING RADIO FREQUENCY COVERAGE","1900-01-01 00:00:00","The enhancement (testing and treatment) of in-building radio frequency coverage of the Scottsale 700/800 MHz radio network, the Regional Wireless Cooperative radio network, and the Scottsdale VHF radio network.  This is to include purchase, installation, upgrade, maintenance, and repair of in-building, bi-directional amplifiers (BDA), antennae, and all other parts required for these systems to function.","0","Karen Lancaster, Buyer","Awarded","False","False","","9","$25,000"
"109171","11GV021","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>TELESCOPIC BLEACHER SEATING, PLATFORM SEATING & FIXED SPECTATOR SEATING SYSTEMS","1900-01-01 00:00:00","To provide quality telescopic bleacher seating, platform seating, fixed spectator seating systems products and services.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$40,000"
"109157","11SS037","Sole Source","SOLE SOURCE<BR>ENVISIONWARE - HARDWARE MAINT. FOR PUBLIC USE COPIERS","1900-01-01 00:00:00","The City of Scottsdale Public Library has an on-going need to provide library customers with the ability to print from publicly available computers in each of its five locations.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$20,000"
"109166","11SS038","Sole Source","SOLE SOURCE<BR>TASER INTERNATIONAL, INC. (AXON PRODUCT)","1900-01-01 00:00:00","The City of Scottsdale Police Department has a need to procure proprietary equipment and services which will allow for on-officer digital audio/video recording plus secured off-site digital file storage and retrieval ability.","0","John Snow, Bid & Contract Specialist","Awarded","False","False","","9","$40,000"
"109167","11SS039","Sole Source","SOLE SOURCE<BR>R.L. POLK & CO - AUTOMOBILE SALES DATA","1900-01-01 00:00:00","The City of Scottsdale's Economic Vitality Division has a need to purchase some proprietary automobile sales data to aid in the completion of an automobile demand study.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$6,250"
"109179","11GV022","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>HEAT, VENT AND AIR CONDITIONING EQUIPMENT","1900-01-01 00:00:00","For the purchase of heat, vent and air conditioning equipment, utilizing the Maricopa County Contract #07153-c.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$75,000"
"109195","11GV026","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>REFUSE & RECYCLING CONTAINERS","1900-01-01 00:00:00","For the supply and delivery of refuse and recycling containers.","0","Margie Vasquez, Bid & Contract Specialist","Awarded","False","False","","9","$160,000"
"109192","11GV025","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>OVERHEAD AND FIRE DOOR MAINTENANCE & REPAIR","1900-01-01 00:00:00","Utilizing the City of Tempe Contract #T10-020-01 for the  maintenance and repair services for overhead and fire doors.","0","Cheryl Champine, Bid & Contract Specialist","Awarded","False","False","","9","$25,000"
"109186","11GV023","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>PRESORT MAILING SERVICES","1900-01-01 00:00:00","To provide presort mailing services for the City's daily first class letter mail and present to U.S.P.S.","0","Karie Ingles, Bid & Contract Specialist","Awarded","False","False","","9","$88,000"
"109188","11GV024","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>REFLECTORIZED SIGN SHEETING","1900-01-01 00:00:00","FOR THE PURCHASE OF REFLECTORIZED SIGN SHEETING","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$20,000"
"109189","11SS040","Sole Source","SOLE SOURCE<BR>INSIDEOUT DEVELOPMENT LLC","1900-01-01 00:00:00","The City of Scottsdale's Human Resources division has an on-going need to provide for workforce development training in a continuous and consistent manner.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$31,000"
"109216","11SS044","Sole Source","SOLE SOURCE<BR>INTELEX INTERNATIONAL, INC.","1900-01-01 00:00:00","The City of Scottsdale's Office of Environmental Initiatives has a current and ongoing need to license, support, and maintain a proprietary software product utilized within its operation.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$15,000"
"109217","11SS045","Sole Source","SOLE SOURCE<BR>MORNINGSTAR","1900-01-01 00:00:00","The City of Scottsdale's Public Library system has a current and on-going need to provide it's customers with access to an electronic database of detailed financial investment research and reference information.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$7,750"
"109218","11SA002","Sole Source Exclusion of Alternates","SOLE SOURCE EXCLUSION OF ALTERNATES<BR>ISG THERMAL IMAGING CAMERAS","1900-01-01 00:00:00","The City of Scottsdale's Fire Department has a need to standardize certain emergency equipment to a single manufacturer in order to best meet its operational needs.  Consistency of equipment contributes to safer operations for rescues and fire suppression as well as mitigation of property damage.","0","Cheryl Champine, Bid & Contract Specialist","Awarded","False","False","","9","$9,000"
"109198","11SS041","Sole Source","SOLE SOURCE<BR>MUNICODE CORPORATION","1900-01-01 00:00:00","The City of Scottsdale's City Clerk Division has an ongoing need to utilize vendor services to assist in maintenance of the Scottsdale City Code","0","Teena Giannini, Buyer","Awarded","False","False","","9","$30,000"
"109199","11SS042","Sole Source","SOLE SOURCE<BR>Q-MATIC CORPORATION","1900-01-01 00:00:00","The City of Scottsdale's City Court System has an on-going need to utilize a very specialized software queuing system to handle the service traffic throughout the courtrooms and lobby areas.","0","Cheryl Champine, Bid & Contract Specialist","Awarded","False","False","","9","$28,500"
"109200","11GV027","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>OFFICE AND EDUCATIONAL CONSUMABLES","1900-01-01 00:00:00","To purchase office supplies throughout the City of Scottsdale.   Utilizing the National Intergovernmental Purchasing Alliance Company (National IPA)-Contract number 618-000-11-1, between Florida (Lead State) Department of Management Services and Office Depot.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$500,000"
"109201","11GV028","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>COMPUTER EQUIPMENT, PERIPHERALS AND RELATED SERVICES","1900-01-01 00:00:00","To purchase computer Equipment, Peripherals and Related Services off of Western States Contract Alliance (WSCA)-Lead State is Minnesota-Master Price Ageement Number is B27158.  State of Arizona Contract Number is ADSP011-002110.  Vendor is APPLE INC.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$15,000"
"109202","11GV029","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>FITNESS EQUIPMENT AND SUPPLIES","1900-01-01 00:00:00","The City of Scottsdale wishes to utilize the City of Mesa term contract for Replacement Fitness Equipment and Supplies for the Parks, Recreation and Various Other City Departments and facilities.  The contract was established through a competitive process awarded in 2009 for an initial three years with a two-year renewal term possible.  Any price increases must be accompanied by new manufacturer price lists. The list of items covered under this contract:
         Category 1. Cardio Fitness Equipment
         Category 2. Strength Fitness Equipment
         Category 3. Fitness Supplies 

The contract was awarded to two vendors: Gym Source California LTD dba Gym Source, Tempe, AZ for Category 1 & 3, Tempe Fitness 4 Home Superstore dba Commercial Fitness, Tempe, AZ for Category 2
","0","Teena Giannini, Buyer","Awarded","False","False","","9","$20,000"
